Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers
2012,206,Kapchorwa,Headteacher,Day,10,1,,11,7
2012,206,Kapchorwa,Headteacher,Day,14,4,,18,1
2012,206,Kapchorwa,Deputy HM,Day,4,15,,19,9
2012,206,Kapchorwa,Headteacher,Day,4,8,,12,7
2012,206,Kapchorwa,Deputy HM,Day,7,8,,15,4
2012,206,Kapchorwa,Deputy HM,Boarding,7,5,,12,6
2012,206,Kapchorwa,Deputy HM,Day,13,2,,15,33
2012,206,Kapchorwa,Headteacher,Day,10,3,,13,5
2012,206,Kapchorwa,Headteacher,Day,12,3,,15,8
2012,206,Kapchorwa,Headteacher,Day,9,2,,11,3
2012,206,Kapchorwa,Headteacher,Day,6,6,,12,10
2012,206,Kapchorwa,Deputy HM,Day,6,9,,15,1
2012,206,Kapchorwa,Deputy HM,Day,9,3,,12,9
2012,206,Kapchorwa,Headteacher,Day,7,3,,10,11
2012,206,Kapchorwa,Headteacher,Day,10,5,,15,0
2012,206,Kapchorwa,Headteacher,Day,8,5,,13,3
2012,206,Kapchorwa,Headteacher,Day,7,7,,14,2
2012,206,Kapchorwa,Headteacher,Day,7,3,,10,26
2012,206,Kapchorwa,Headteacher,Day,5,18,,23,12
2012,206,Kapchorwa,Deputy HM,Day,6,8,,14,5
2012,206,Kapchorwa,Headteacher,Day,9,3,,12,6
2012,206,Kapchorwa,Headteacher,Both,10,14,,24,1
2012,206,Kapchorwa,Headteacher,Day,9,13,,22,6
2012,207,Katakwi,Headteacher,Day,7,5,,12,53
2012,207,Katakwi,Headteacher,Day,6,3,,9,8
2012,207,Katakwi,Headteacher,Day,8,1,,9,13
2012,207,Katakwi,Senior teacher,Day,8,2,,10,6
2012,207,Katakwi,Headteacher,Day,6,2,,8,13
2012,207,Katakwi,Headteacher,Day,7,5,,12,0
2012,207,Katakwi,Deputy HM,Day,7,1,,8,12
2012,207,Katakwi,Deputy HM,Day,8,2,,10,4
2012,207,Katakwi,Deputy HM,Day,7,2,,9,10
2012,207,Katakwi,Deputy HM,Day,7,1,,8,16
2012,207,Katakwi,Deputy HM,Day,7,4,,11,11
2012,207,Katakwi,Senior teacher,Day,7,1,,8,10
2012,207,Katakwi,Headteacher,Day,4,4,,8,10
2012,207,Katakwi,Deputy HM,Day,6,2,,8,4
2012,207,Katakwi,Headteacher,Day,10,6,,16,7
2012,207,Katakwi,Headteacher,Day,7,2,,9,5
2012,207,Katakwi,Headteacher,Day,6,2,,8,15
2012,207,Katakwi,Headteacher,Day,9,1,,10,10
2012,207,Katakwi,Deputy HM,Day,7,2,,9,11
2012,207,Katakwi,Headteacher,Day,4,4,,8,0
2012,207,Katakwi,Headteacher,Day,5,4,,9,5
2012,207,Katakwi,Deputy HM,Day,8,3,,11,15
2012,207,Katakwi,Headteacher,Day,7,4,,11,0
2012,207,Katakwi,Headteacher,Day,6,3,,9,0
2012,207,Katakwi,Deputy HM,Day,7,2,,9,1
2012,207,Katakwi,Headteacher,Day,8,2,,10,7
2012,207,Katakwi,Headteacher,Day,8,3,,11,2
2012,207,Katakwi,Deputy HM,Day,7,4,,11,0
2012,207,Katakwi,Headteacher,Day,7,3,,10,5
2012,207,Katakwi,Deputy HM,Day,6,2,,8,14
2012,208,Kumi,Headteacher,Day,4,3,,7,0
2012,208,Kumi,Headteacher,Both,9,4,,13,3
2012,208,Kumi,Headteacher,Day,8,3,,11,5
2012,208,Kumi,Headteacher,Day,6,3,,9,1
2012,208,Kumi,Headteacher,Day,6,4,,10,5
2012,208,Kumi,Deputy HM,Day,4,6,,10,0
2012,208,Kumi,Headteacher,Day,10,2,,12,8
2012,208,Kumi,Headteacher,Day,12,6,,18,8
2012,208,Kumi,Headteacher,Day,9,3,,12,14
2012,208,Kumi,Headteacher,Day,5,5,,10,5
2012,208,Kumi,Senior teacher,Day,8,2,,10,0
2012,208,Kumi,Headteacher,Day,9,5,,14,9
2012,208,Kumi,Headteacher,Boarding,6,2,,8,3
2012,208,Kumi,Headteacher,Day,3,10,,13,4
2012,208,Kumi,Headteacher,Day,12,3,,15,14
2012,208,Kumi,Headteacher,Day,5,3,,8,0
2012,208,Kumi,Headteacher,Day,9,4,,13,6
2012,208,Kumi,Headteacher,Day,5,7,,12,5
2012,208,Kumi,Deputy HM,Day,6,4,,10,5
2012,208,Kumi,Headteacher,Day,8,6,,14,10
2012,208,Kumi,Deputy HM,Day,7,3,,10,3
2012,208,Kumi,Headteacher,Day,5,10,,15,19
2012,208,Kumi,Headteacher,Day,9,3,,12,4
2012,208,Kumi,Headteacher,Day,6,6,,12,7
2012,208,Kumi,Deputy HM,Day,9,6,,15,7
2012,208,Kumi,Headteacher,Day,8,5,,13,5
2012,208,Kumi,Senior teacher,Day,4,4,,8,6
2012,208,Kumi,Headteacher,Day,4,6,,10,1
2012,209,Mbale,Headteacher,Day,2,2,,4,10
2012,209,Mbale,Headteacher,Day,6,12,,18,22
2012,209,Mbale,Headteacher,Day,5,16,,21,12
2012,209,Mbale,Headteacher,Day,11,10,,21,17
2012,209,Mbale,Headteacher,Day,8,8,,16,2
2012,209,Mbale,Headteacher,Day,5,4,,9,2
2012,209,Mbale,Headteacher,Day,8,10,,18,6
2012,209,Mbale,Headteacher,Day,5,7,,12,7
2012,209,Mbale,Headteacher,Day,2,13,,15,11
2012,209,Mbale,Headteacher,Day,8,4,,12,1
2012,209,Mbale,Headteacher,Day,30,3,,33,2
2012,209,Mbale,Headteacher,Day,3,8,,11,8
2012,209,Mbale,Headteacher,Day,9,6,,15,2
2012,209,Mbale,Senior teacher,Both,9,14,,23,9
2012,209,Mbale,Deputy HM,Day,5,14,,19,22
2012,209,Mbale,Headteacher,Day,6,4,,10,2
2012,209,Mbale,Headteacher,Day,8,13,,21,15
2012,209,Mbale,Headteacher,Day,9,11,,20,0
2012,209,Mbale,Headteacher,Day,5,12,,17,4
2012,209,Mbale,Headteacher,Both,11,13,,24,17
2012,209,Mbale,Deputy HM,Day,10,2,,12,10
2012,209,Mbale,Headteacher,Day,6,6,,12,8
2012,209,Mbale,Headteacher,Day,4,7,,11,8
2012,209,Mbale,Headteacher,Day,17,29,,46,30
2012,209,Mbale,Headteacher,Day,8,3,,11,10
2012,209,Mbale,Headteacher,Day,3,8,,11,2
2012,209,Mbale,Headteacher,Day,13,18,,31,21
2012,209,Mbale,Headteacher,Day,16,31,,47,0
2012,210,Pallisa,Headteacher,Day,11,4,,15,8
2012,210,Pallisa,Headteacher,Day,10,2,,12,21
2012,210,Pallisa,Headteacher,Day,16,3,,19,27
2012,210,Pallisa,Headteacher,Day,7,7,,14,10
2012,210,Pallisa,Headteacher,Day,8,1,,9,12
2012,210,Pallisa,Headteacher,Day,13,5,,18,8
2012,210,Pallisa,Headteacher,Day,8,7,,15,52
2012,210,Pallisa,Headteacher,Day,10,2,,12,5
2012,210,Pallisa,Headteacher,Day,11,6,,17,5
2012,210,Pallisa,Headteacher,Day,22,9,,31,9
2012,210,Pallisa,Headteacher,Day,12,10,,22,9
2012,210,Pallisa,Deputy HM,Day,11,4,,15,7
2012,210,Pallisa,Headteacher,Day,4,12,,16,8
2012,210,Pallisa,Headteacher,Day,9,1,,10,5
2012,210,Pallisa,Headteacher,Day,15,5,,20,10
2012,210,Pallisa,Senior teacher,Day,6,3,,9,4
2012,210,Pallisa,Headteacher,Day,7,3,,10,6
2012,210,Pallisa,Headteacher,Day,8,9,,17,9
2012,210,Pallisa,Headteacher,Day,7,9,,16,7
2012,210,Pallisa,Headteacher,Day,3,5,,8,3
2012,210,Pallisa,Headteacher,Day,9,7,,16,3
2012,210,Pallisa,Headteacher,Day,13,1,,14,10
2012,210,Pallisa,Headteacher,Day,7,5,,12,11
2012,210,Pallisa,Headteacher,Day,8,4,,12,9
2012,210,Pallisa,Headteacher,Day,8,8,,16,7
2012,210,Pallisa,Headteacher,Day,11,3,,14,8
2012,210,Pallisa,Headteacher,Day,11,5,,16,7
2012,210,Pallisa,Headteacher,Day,9,5,,14,13
2012,210,Pallisa,Headteacher,Day,0,0,,0,22
2012,210,Pallisa,Deputy HM,Day,14,3,,17,0
2012,211,Soroti,Headteacher,Day,9,3,,12,8
2012,211,Soroti,Deputy HM,Day,7,4,,11,3
2012,211,Soroti,Headteacher,Day,7,3,,10,3
2012,211,Soroti,Headteacher,Day,2,10,,12,0
2012,211,Soroti,Headteacher,Day,7,1,,8,2
2012,211,Soroti,Deputy HM,Day,10,5,,15,14
2012,211,Soroti,Headteacher,Day,15,3,,18,37
2012,211,Soroti,Headteacher,Day,17,2,,19,34
2012,211,Soroti,Headteacher,Day,7,3,,10,4
2012,211,Soroti,Senior teacher,Day,7,9,,16,9
2012,211,Soroti,Headteacher,Day,4,5,,9,0
2012,211,Soroti,Headteacher,Day,11,9,,20,23
2012,211,Soroti,Headteacher,Day,12,6,,18,3
2012,211,Soroti,Deputy HM,Day,5,8,,13,8
2012,211,Soroti,Headteacher,Day,5,1,,6,0
2012,211,Soroti,Headteacher,Day,8,4,,12,1
2012,211,Soroti,Headteacher,Day,11,7,,18,2
2012,211,Soroti,Headteacher,Day,10,5,,15,29
2012,211,Soroti,Senior teacher,Day,8,12,,20,8
2012,211,Soroti,Headteacher,Day,12,15,,27,10
2012,211,Soroti,Headteacher,Day,7,2,,9,4
2012,211,Soroti,Headteacher,Both,10,3,,13,15
2012,211,Soroti,Headteacher,Day,9,3,,12,10
2012,211,Soroti,Headteacher,Day,11,5,,16,10
2012,211,Soroti,Deputy HM,Day,17,6,,23,12
2012,211,Soroti,Headteacher,Day,5,6,,11,8
2012,211,Soroti,Headteacher,Day,8,2,,10,13
2012,211,Soroti,Senior teacher,Day,5,1,,6,4
2012,211,Soroti,Deputy HM,Boarding,5,7,,12,5
2012,211,Soroti,Deputy HM,Day,10,21,,31,33
2012,212,Tororo,Headteacher,Day,9,5,,14,10
2012,212,Tororo,Headteacher,Day,8,11,,19,12
2012,212,Tororo,Headteacher,Day,6,4,,10,4
2012,212,Tororo,Deputy HM,Day,8,8,,16,3
2012,212,Tororo,Deputy HM,Day,4,5,,9,6
2012,212,Tororo,Deputy HM,Day,8,4,,12,15
2012,212,Tororo,Deputy HM,Day,7,9,,16,42
2012,212,Tororo,Deputy HM,Day,3,13,,16,4
2012,212,Tororo,Deputy HM,Both,6,14,,20,2
2012,212,Tororo,Headteacher,Day,5,8,,13,1
2012,212,Tororo,Headteacher,Day,6,2,,8,9
2012,212,Tororo,Headteacher,Day,5,2,,7,0
2012,212,Tororo,Headteacher,Both,10,8,,18,19
2012,212,Tororo,Headteacher,Boarding,11,6,,17,5
2012,212,Tororo,Headteacher,Day,7,3,,10,3
2012,212,Tororo,Deputy HM,Day,7,5,,12,0
2012,212,Tororo,Headteacher,Day,6,6,,12,0
2012,212,Tororo,Headteacher,Day,7,3,,10,4
2012,212,Tororo,Headteacher,Day,10,6,,16,4
2012,212,Tororo,Headteacher,Day,6,12,,18,3
2012,212,Tororo,Headteacher,Day,10,6,,16,3
2012,212,Tororo,Headteacher,Day,5,11,,16,2
2012,212,Tororo,Headteacher,Day,5,5,,10,5
2012,212,Tororo,Headteacher,Day,5,5,,10,0
2012,212,Tororo,Headteacher,Day,5,6,,11,7
2012,212,Tororo,Deputy HM,Day,5,4,,9,0
2012,212,Tororo,Headteacher,Day,9,6,,15,3
2012,212,Tororo,Deputy HM,Day,3,5,,8,3
2012,212,Tororo,Deputy HM,Day,9,6,,15,8
2012,212,Tororo,Deputy HM,Day,8,5,,13,0
2012,213,Kaberamaido,Deputy HM,Day,7,3,,10,3
2012,213,Kaberamaido,Headteacher,Day,6,3,,9,4
2012,213,Kaberamaido,Headteacher,Day,6,2,,8,5
2012,213,Kaberamaido,Headteacher,Day,11,3,,14,8
2012,213,Kaberamaido,Headteacher,Day,6,2,,8,2
2012,213,Kaberamaido,Headteacher,Day,8,1,,9,0
2012,213,Kaberamaido,Headteacher,Day,8,1,,9,0
2012,213,Kaberamaido,Headteacher,Day,8,2,,10,10
2012,213,Kaberamaido,Headteacher,Day,10,8,,18,1
2012,213,Kaberamaido,Headteacher,Day,9,1,,10,14
2012,213,Kaberamaido,Deputy HM,Boarding,10,2,,12,6
2012,213,Kaberamaido,Headteacher,Day,7,1,,8,1
2012,213,Kaberamaido,Headteacher,Day,9,1,,10,0
2012,213,Kaberamaido,Headteacher,Day,7,1,,8,4
2012,213,Kaberamaido,Headteacher,Day,10,3,,13,5
2012,213,Kaberamaido,Headteacher,Day,5,2,,7,3
2012,213,Kaberamaido,Headteacher,Day,6,3,,9,2
2012,213,Kaberamaido,Headteacher,Day,6,2,,8,0
2012,213,Kaberamaido,Deputy HM,Day,10,1,,11,3
2012,213,Kaberamaido,Deputy HM,Day,8,1,,9,24
2012,213,Kaberamaido,Headteacher,Day,4,4,,8,0
2012,213,Kaberamaido,Headteacher,Day,6,5,,11,12
2012,213,Kaberamaido,Headteacher,Day,7,0,,7,3
2012,213,Kaberamaido,Deputy HM,Day,9,4,,13,3
2012,213,Kaberamaido,Headteacher,Day,7,1,,8,2
2012,213,Kaberamaido,Deputy HM,Day,6,2,,8,10
2012,213,Kaberamaido,Deputy HM,Day,5,4,,9,1
2012,213,Kaberamaido,Headteacher,Both,5,5,,10,0
2012,213,Kaberamaido,Headteacher,Day,4,2,,6,0
2012,213,Kaberamaido,Deputy HM,Day,2,5,,7,1
2012,214,Mayuge,Headteacher,Day,6,13,,19,12
2012,214,Mayuge,Headteacher,Day,11,3,,14,3
2012,214,Mayuge,Headteacher,Day,8,2,,10,5
2012,214,Mayuge,Headteacher,Day,9,6,,15,8
2012,214,Mayuge,Headteacher,Day,8,4,,12,2
2012,214,Mayuge,Deputy HM,Day,10,17,,27,10
2012,214,Mayuge,Deputy HM,Both,20,13,,33,1
2012,214,Mayuge,Deputy HM,Day,9,14,,23,8
2012,214,Mayuge,Headteacher,Day,8,7,,15,4
2012,214,Mayuge,Headteacher,Day,3,5,,8,2
2012,214,Mayuge,Headteacher,Day,11,6,,17,11
2012,214,Mayuge,Headteacher,Day,4,5,,9,6
2012,214,Mayuge,Headteacher,Day,10,2,,12,9
2012,214,Mayuge,Headteacher,Day,5,3,,8,6
2012,214,Mayuge,Headteacher,Day,6,4,,10,6
2012,214,Mayuge,Headteacher,Day,7,4,,11,0
2012,214,Mayuge,Headteacher,Day,9,6,,15,9
2012,214,Mayuge,Headteacher,Day,10,3,,13,0
2012,214,Mayuge,Headteacher,Day,6,2,,8,15
2012,214,Mayuge,Headteacher,Day,7,13,,20,9
2012,214,Mayuge,Deputy HM,Day,2,6,,8,4
2012,214,Mayuge,Senior teacher,Both,20,5,,25,11
2012,214,Mayuge,Deputy HM,Day,11,10,,21,41
2012,214,Mayuge,Deputy HM,Day,11,8,,19,0
2012,214,Mayuge,Headteacher,Day,9,5,,14,7
2012,214,Mayuge,Deputy HM,Day,8,2,,10,42
2012,214,Mayuge,Deputy HM,Day,3,5,,8,0
2012,214,Mayuge,Headteacher,Day,7,3,,10,2
2012,214,Mayuge,Deputy HM,Day,9,5,,14,5
2012,215,Sironko,Headteacher,Day,9,11,,20,14
2012,215,Sironko,Headteacher,Day,9,9,,18,6
2012,215,Sironko,Deputy HM,Day,10,3,,13,12
2012,215,Sironko,Headteacher,Day,6,10,,16,5
2012,215,Sironko,Headteacher,Day,5,8,,13,5
2012,215,Sironko,Headteacher,Day,7,5,,12,1
2012,215,Sironko,Headteacher,Day,6,7,,13,2
2012,215,Sironko,Headteacher,Day,8,8,,16,0
2012,215,Sironko,Headteacher,Day,7,8,,15,0
2012,215,Sironko,Headteacher,Day,4,6,,10,2
2012,215,Sironko,Headteacher,Day,8,14,,22,3
2012,215,Sironko,Headteacher,Day,5,1,,6,0
2012,215,Sironko,Headteacher,Day,11,7,,18,11
2012,215,Sironko,Headteacher,Day,3,5,,8,4
2012,215,Sironko,Headteacher,Day,9,7,,16,4
2012,215,Sironko,Headteacher,Day,9,2,,11,10
2012,215,Sironko,Deputy HM,Boarding,15,1,,16,22
2012,215,Sironko,Headteacher,Day,10,3,,13,8
2012,215,Sironko,Headteacher,Day,6,2,,8,10
2012,215,Sironko,Headteacher,Day,4,7,,11,1
2012,215,Sironko,Headteacher,Day,5,7,,12,0
2012,215,Sironko,Headteacher,Day,4,1,,5,0
2012,215,Sironko,Headteacher,Day,4,5,,9,9
2012,215,Sironko,Headteacher,Day,7,5,,12,1
2012,215,Sironko,Headteacher,Day,5,5,,10,1
2012,215,Sironko,Headteacher,Day,8,11,,19,2
2012,215,Sironko,Deputy HM,Day,8,7,,15,13
2012,215,Sironko,Headteacher,Day,10,3,,13,8
2012,215,Sironko,Headteacher,Day,8,1,,9,9
2012,215,Sironko,Headteacher,Day,8,8,,16,4
2012,216,Amuria,Headteacher,Day,5,1,,6,1
2012,216,Amuria,Headteacher,Day,10,1,,11,3
2012,216,Amuria,Headteacher,Day,9,1,,10,2
2012,216,Amuria,Headteacher,Day,6,2,,8,2
2012,216,Amuria,Headteacher,Day,6,2,,8,7
2012,216,Amuria,Headteacher,Day,15,4,,19,0
2012,216,Amuria,Headteacher,Day,9,3,,12,1
2012,216,Amuria,Headteacher,Day,8,2,,10,12
2012,216,Amuria,Headteacher,Day,6,2,,8,1
2012,216,Amuria,Headteacher,Day,11,6,,17,1
2012,216,Amuria,Headteacher,Day,6,1,,7,5
2012,216,Amuria,Headteacher,Day,13,3,,16,9
2012,216,Amuria,Deputy HM,Day,9,5,,14,12
2012,216,Amuria,Headteacher,Day,6,2,,8,6
2012,216,Amuria,Headteacher,Day,6,1,,7,4
2012,216,Amuria,Headteacher,Day,5,3,,8,3
2012,216,Amuria,Deputy HM,Day,11,1,,12,11
2012,216,Amuria,Deputy HM,Day,5,2,,7,7
2012,216,Amuria,Headteacher,Day,3,4,,7,0
2012,216,Amuria,Headteacher,Day,6,2,,8,2
2012,216,Amuria,Senior teacher,Day,7,2,,9,8
2012,216,Amuria,Headteacher,Day,6,2,,8,0
2012,216,Amuria,Deputy HM,Day,9,2,,11,4
2012,216,Amuria,Deputy HM,Day,8,2,,10,1
2012,216,Amuria,Headteacher,Day,6,2,,8,6
2012,216,Amuria,Deputy HM,Day,10,4,,14,6
2012,216,Amuria,Deputy HM,Day,6,2,,8,0
2012,216,Amuria,Headteacher,Day,6,2,,8,6
2012,216,Amuria,Deputy HM,Day,5,0,,5,4
2012,216,Amuria,Deputy HM,Day,7,1,,8,3
2012,217,Budaka,Headteacher,Day,0,0,,0,13
2012,217,Budaka,Deputy HM,Day,13,10,,23,0
2012,217,Budaka,Headteacher,Both,6,8,,14,7
2012,217,Budaka,Headteacher,Day,6,7,,13,2
2012,217,Budaka,Headteacher,Day,9,3,,12,5
2012,217,Budaka,Headteacher,Day,8,5,,13,1
2012,217,Budaka,Senior teacher,Day,9,3,,12,13
2012,217,Budaka,Deputy HM,Day,6,4,,10,0
2012,217,Budaka,Headteacher,Day,4,7,,11,7
2012,217,Budaka,Deputy HM,Day,14,15,,29,3
2012,217,Budaka,Headteacher,Day,8,9,,17,7
2012,217,Budaka,Headteacher,Day,9,14,,23,18
2012,217,Budaka,Headteacher,Both,10,9,,19,0
2012,217,Budaka,Headteacher,Day,6,7,,13,5
2012,217,Budaka,Deputy HM,Day,15,28,,43,20
2012,217,Budaka,Headteacher,Day,6,10,,16,5
2012,217,Budaka,Deputy HM,Day,7,5,,12,5
2012,217,Budaka,Headteacher,Day,13,12,,25,5
2012,217,Budaka,Deputy HM,Day,11,6,,17,13
2012,217,Budaka,Headteacher,Day,15,8,,23,12
2012,217,Budaka,Deputy HM,Both,17,19,,36,15
2012,217,Budaka,Headteacher,Day,8,10,,18,15
2012,217,Budaka,Deputy HM,Day,10,7,,17,4
2012,217,Budaka,Deputy HM,Day,7,10,,17,17
2012,217,Budaka,Headteacher,Day,10,6,,16,0
2012,217,Budaka,Headteacher,Day,0,0,,0,0
2012,217,Budaka,Headteacher,Day,11,5,,16,20
2012,217,Budaka,Headteacher,Day,5,6,,11,3
2012,217,Budaka,Deputy HM,Day,7,8,,15,12
2012,217,Budaka,Deputy HM,Day,5,3,,8,0
2012,218,Buduuda,Headteacher,Day,3,0,,3,2
2012,218,Buduuda,Headteacher,Day,5,4,,9,5
2012,218,Buduuda,Deputy HM,Day,4,4,,8,11
2012,218,Buduuda,Deputy HM,Day,7,4,,11,0
2012,218,Buduuda,Headteacher,Day,7,3,,10,10
2012,218,Buduuda,Headteacher,Day,10,1,,11,8
2012,218,Buduuda,Headteacher,Day,8,5,,13,0
2012,218,Buduuda,Headteacher,Day,4,5,,9,2
2012,218,Buduuda,Headteacher,Day,10,11,,21,11
2012,218,Buduuda,Deputy HM,Day,13,13,,26,25
2012,218,Buduuda,Headteacher,Day,8,8,,16,0
2012,218,Buduuda,Deputy HM,Day,10,4,,14,14
2012,218,Buduuda,Deputy HM,Day,11,11,,22,34
2012,218,Buduuda,Headteacher,Day,8,0,,8,8
2012,218,Buduuda,Headteacher,Day,5,8,,13,3
2012,218,Buduuda,Headteacher,Day,5,1,,6,5
2012,218,Buduuda,Headteacher,Day,10,2,,12,9
2012,218,Buduuda,Deputy HM,Day,4,1,,5,4
2012,218,Buduuda,Headteacher,Day,11,2,,13,7
2012,218,Buduuda,Headteacher,Day,6,2,,8,3
2012,218,Buduuda,Headteacher,Day,8,6,,14,11
2012,218,Buduuda,Headteacher,Day,9,5,,14,15
2012,218,Buduuda,Deputy HM,Day,7,7,,14,14
2012,218,Buduuda,Headteacher,Day,9,3,,12,41
2012,218,Buduuda,Headteacher,Day,9,3,,12,14
2012,218,Buduuda,Headteacher,Day,5,6,,11,14
2012,218,Buduuda,Deputy HM,Day,7,7,,14,14
2012,218,Buduuda,Headteacher,Day,9,0,,9,29
2012,218,Buduuda,Headteacher,Day,3,1,,4,8
2012,218,Buduuda,Headteacher,Day,9,10,,19,35
2012,219,Bukedea,Headteacher,Day,6,3,,9,3
2012,219,Bukedea,Headteacher,Day,4,6,,10,2
2012,219,Bukedea,Headteacher,Day,5,4,,9,7
2012,219,Bukedea,Deputy HM,Day,1,0,,1,8
2012,219,Bukedea,Headteacher,Day,4,5,,9,5
2012,219,Bukedea,Headteacher,Day,8,3,,11,0
2012,219,Bukedea,Headteacher,Day,5,4,,9,0
2012,219,Bukedea,Deputy HM,Day,5,4,,9,2
2012,219,Bukedea,Senior teacher,Day,4,4,,8,5
2012,219,Bukedea,Deputy HM,Day,5,4,,9,2
2012,219,Bukedea,Headteacher,Day,8,4,,12,4
2012,219,Bukedea,Deputy HM,Day,6,2,,8,0
2012,219,Bukedea,Deputy HM,Day,6,3,,9,144
2012,219,Bukedea,Headteacher,Day,5,3,,8,0
2012,219,Bukedea,Deputy HM,Day,6,0,,6,1
2012,219,Bukedea,Headteacher,Day,4,4,,8,5
2012,219,Bukedea,Headteacher,Day,4,3,,7,5
2012,219,Bukedea,Deputy HM,Day,5,2,,7,9
2012,219,Bukedea,Deputy HM,Day,9,7,,16,8
2012,219,Bukedea,Senior teacher,Day,4,3,,7,0
2012,219,Bukedea,Headteacher,Day,3,5,,8,32
2012,219,Bukedea,Headteacher,Day,5,5,,10,1
2012,219,Bukedea,Headteacher,Day,4,3,,7,2
2012,219,Bukedea,Deputy HM,Day,5,4,,9,3
2012,219,Bukedea,Deputy HM,Day,4,2,,6,6
2012,219,Bukedea,Deputy HM,Day,5,3,,8,12
2012,219,Bukedea,Deputy HM,Day,4,4,,8,6
2012,220,Bukwo,Headteacher,Day,17,14,,31,37
2012,220,Bukwo,Headteacher,Day,12,2,,14,10
2012,220,Bukwo,Headteacher,Both,15,8,,23,18
2012,220,Bukwo,Headteacher,Day,11,2,,13,6
2012,220,Bukwo,Headteacher,Day,10,4,,14,16
2012,220,Bukwo,Headteacher,Day,10,2,,12,9
2012,220,Bukwo,Headteacher,Day,8,1,,9,4
2012,220,Bukwo,Headteacher,Day,8,0,,8,9
2012,220,Bukwo,Headteacher,Day,9,6,,15,6
2012,220,Bukwo,Headteacher,Day,14,4,,18,12
2012,220,Bukwo,Deputy HM,Day,9,2,,11,11
2012,220,Bukwo,Headteacher,Day,12,4,,16,15
2012,220,Bukwo,Headteacher,Day,6,5,,11,4
2012,220,Bukwo,Headteacher,Day,16,4,,20,4
2012,220,Bukwo,Headteacher,Day,6,7,,13,8
2012,220,Bukwo,Headteacher,Day,9,0,,9,7
2012,220,Bukwo,Deputy HM,Day,12,6,,18,21
2012,220,Bukwo,Headteacher,Day,9,1,,10,0
2012,220,Bukwo,Headteacher,Boarding,7,2,,9,9
2012,220,Bukwo,Headteacher,Day,13,11,,24,13
2012,220,Bukwo,Headteacher,Day,7,8,,15,6
2012,220,Bukwo,Headteacher,Day,9,9,,18,6
2012,221,Butaleja,Headteacher,Day,9,1,,10,0
2012,221,Butaleja,Senior teacher,Day,7,1,,8,7
2012,221,Butaleja,Headteacher,Day,6,4,,10,4
2012,221,Butaleja,Deputy HM,Both,9,14,,23,3
2012,221,Butaleja,Headteacher,Day,6,4,,10,1
2012,221,Butaleja,Deputy HM,Both,8,14,,22,0
2012,221,Butaleja,Headteacher,Day,8,6,,14,0
2012,221,Butaleja,Headteacher,Day,5,5,,10,2
2012,221,Butaleja,Headteacher,Day,6,5,,11,7
2012,221,Butaleja,Headteacher,Day,2,1,,3,0
2012,221,Butaleja,Headteacher,Day,11,1,,12,10
2012,221,Butaleja,Headteacher,Day,7,5,,12,0
2012,221,Butaleja,Deputy HM,Day,11,4,,15,4
2012,221,Butaleja,Headteacher,Day,4,6,,10,54
2012,221,Butaleja,Deputy HM,Day,7,3,,10,5
2012,221,Butaleja,Headteacher,Day,7,3,,10,8
2012,221,Butaleja,Headteacher,Day,6,2,,8,3
2012,221,Butaleja,Headteacher,Day,7,4,,11,3
2012,221,Butaleja,Headteacher,Day,9,4,,13,7
2012,221,Butaleja,Headteacher,Day,9,6,,15,19
2012,221,Butaleja,Headteacher,Day,5,3,,8,1
2012,221,Butaleja,Headteacher,Day,6,3,,9,2
2012,221,Butaleja,Deputy HM,Day,5,3,,8,5
2012,221,Butaleja,Headteacher,Day,7,7,,14,0
2012,221,Butaleja,Headteacher,Day,10,3,,13,7
2012,221,Butaleja,Headteacher,Day,11,2,,13,7
2012,221,Butaleja,Headteacher,Day,11,4,,15,1
2012,221,Butaleja,Headteacher,Day,8,2,,10,39
2012,221,Butaleja,Headteacher,Day,6,3,,9,4
2012,221,Butaleja,Headteacher,Day,7,2,,9,5
2012,222,Kaliro,Headteacher,Day,9,3,,12,7
2012,222,Kaliro,Headteacher,Day,10,6,,16,6
2012,222,Kaliro,Headteacher,Day,9,3,,12,12
2012,222,Kaliro,Deputy HM,Day,9,5,,14,1
2012,222,Kaliro,Headteacher,Day,11,5,,16,4
2012,222,Kaliro,Deputy HM,Day,9,5,,14,4
2012,222,Kaliro,Deputy HM,Day,5,3,,8,40
2012,222,Kaliro,Headteacher,Day,4,10,,14,6
2012,222,Kaliro,Headteacher,Day,6,9,,15,18
2012,222,Kaliro,Headteacher,Day,8,5,,13,8
2012,222,Kaliro,Headteacher,Day,8,0,,8,14
2012,222,Kaliro,Headteacher,Day,10,9,,19,17
2012,222,Kaliro,Headteacher,Day,7,5,,12,12
2012,222,Kaliro,Deputy HM,Day,9,5,,14,15
2012,222,Kaliro,Deputy HM,Day,11,3,,14,6
2012,222,Kaliro,Headteacher,Day,11,2,,13,14
2012,222,Kaliro,Headteacher,Day,8,2,,10,5
2012,222,Kaliro,Headteacher,Day,8,4,,12,5
2012,222,Kaliro,Headteacher,Day,12,4,,16,5
2012,222,Kaliro,Headteacher,Day,8,4,,12,16
2012,222,Kaliro,Headteacher,Day,6,5,,11,4
