Year,District ID,Name of district,Title of respondent,Type of school, Number of Male teachers,Number of female teachers, Number of teacher's who provide special needs education,Total Number of Teachers,Number of Absent Teachers
2012,105,Masaka,Deputy HM,Day,6,5,,11,11
2012,105,Masaka,Headteacher,Day,7,7,,14,6
2012,105,Masaka,Deputy HM,Day,5,5,,10,8
2012,105,Masaka,Headteacher,Day,4,3,,7,1
2012,105,Masaka,Headteacher,Day,3,10,,13,14
2012,105,Masaka,Senior teacher,Day,4,5,,9,7
2012,105,Masaka,Headteacher,Day,2,9,,11,1
2012,105,Masaka,Headteacher,Day,6,4,,10,8
2012,105,Masaka,Headteacher,Day,3,16,,19,6
2012,106,Mpigi,Headteacher,Day,6,5,,11,0
2012,106,Mpigi,Headteacher,Day,4,5,,9,0
2012,106,Mpigi,Headteacher,Day,4,8,,12,1
2012,106,Mpigi,Headteacher,Boarding,2,9,,11,6
2012,106,Mpigi,Deputy HM,Day,7,3,,10,2
2012,106,Mpigi,Deputy HM,Day,2,1,,3,4
2012,106,Mpigi,Headteacher,Day,2,7,,9,2
2012,106,Mpigi,Headteacher,Day,6,8,,14,10
2012,106,Mpigi,Headteacher,Day,3,2,,5,4
2012,106,Mpigi,Headteacher,Day,6,3,,9,1
2012,106,Mpigi,Headteacher,Day,5,3,,8,4
2012,106,Mpigi,Headteacher,Day,5,5,,10,0
2012,106,Mpigi,Deputy HM,Both,6,8,,14,0
2012,106,Mpigi,Headteacher,Day,5,5,,10,0
2012,106,Mpigi,Deputy HM,Day,1,7,,8,5
2012,106,Mpigi,Headteacher,Day,3,3,,6,4
2012,106,Mpigi,Headteacher,Day,0,0,,0,0
2012,106,Mpigi,Deputy HM,Day,7,7,,14,58
2012,106,Mpigi,Deputy HM,Day,3,5,,8,0
2012,106,Mpigi,Headteacher,Day,4,7,,11,0
2012,106,Mpigi,Deputy HM,Day,4,6,,10,1
2012,106,Mpigi,Senior teacher,Day,4,11,,15,1
2012,106,Mpigi,Headteacher,Day,5,6,,11,5
2012,106,Mpigi,Deputy HM,Day,4,4,,8,7
2012,106,Mpigi,Deputy HM,Day,2,2,,4,15
2012,106,Mpigi,Deputy HM,Day,8,7,,15,3
2012,106,Mpigi,Headteacher,Day,2,5,,7,33
2012,106,Mpigi,Headteacher,Day,4,6,,10,1
2012,106,Mpigi,Headteacher,Day,3,5,,8,0
2012,106,Mpigi,Headteacher,Day,3,5,,8,35
2012,107,Mubende,Headteacher,Day,5,3,,8,1
2012,107,Mubende,Headteacher,Day,3,3,,6,10
2012,107,Mubende,Deputy HM,Day,6,1,,7,5
2012,107,Mubende,Deputy HM,Day,3,2,,5,3
2012,107,Mubende,Headteacher,Day,5,2,,7,8
2012,107,Mubende,Headteacher,Day,6,1,,7,0
2012,107,Mubende,Senior teacher,Day,8,0,,8,2
2012,107,Mubende,Headteacher,Day,5,4,,9,0
2012,107,Mubende,Headteacher,Day,3,5,,8,5
2012,107,Mubende,Headteacher,Day,8,4,,12,0
2012,107,Mubende,Deputy HM,Day,7,15,,22,6
2012,107,Mubende,Headteacher,Day,3,4,,7,3
2012,107,Mubende,Headteacher,Day,3,4,,7,2
2012,107,Mubende,Headteacher,Day,7,11,,18,7
2012,107,Mubende,Headteacher,Day,8,1,,9,1
2012,107,Mubende,Headteacher,Day,5,6,,11,10
2012,107,Mubende,Headteacher,Day,2,4,,6,1
2012,107,Mubende,Deputy HM,Day,4,4,,8,3
2012,107,Mubende,Headteacher,Day,1,8,,9,13
2012,107,Mubende,Deputy HM,Day,5,0,,5,0
2012,107,Mubende,Deputy HM,Day,4,1,,5,7
2012,107,Mubende,Deputy HM,Day,3,5,,8,7
2012,107,Mubende,Headteacher,Day,5,5,,10,5
2012,107,Mubende,Headteacher,Day,4,4,,8,0
2012,107,Mubende,Headteacher,Day,7,2,,9,6
2012,107,Mubende,Deputy HM,Day,6,2,,8,1
2012,107,Mubende,Headteacher,Day,5,3,,8,1
2012,107,Mubende,Deputy HM,Day,2,8,,10,8
2012,108,Mukono,Headteacher,Day,4,7,,11,2
2012,108,Mukono,Senior teacher,Day,6,1,,7,0
2012,108,Mukono,Headteacher,Day,3,4,,7,0
2012,108,Mukono,Senior teacher,Both,4,6,,10,0
2012,108,Mukono,Deputy HM,Boarding,4,5,,9,1
2012,108,Mukono,Deputy HM,Day,2,4,,6,5
2012,108,Mukono,Senior teacher,Day,4,5,,9,0
2012,108,Mukono,Headteacher,Day,2,3,,5,9
2012,108,Mukono,Deputy HM,Day,3,3,,6,10
2012,108,Mukono,Headteacher,Day,4,3,,7,4
2012,108,Mukono,Headteacher,Day,7,3,,10,5
2012,108,Mukono,Headteacher,Day,3,4,,7,0
2012,108,Mukono,Headteacher,Day,4,10,,14,0
2012,108,Mukono,Headteacher,Day,4,3,,7,0
2012,108,Mukono,Deputy HM,Day,2,1,,3,5
2012,108,Mukono,Deputy HM,Day,9,9,,18,0
2012,108,Mukono,Headteacher,Day,3,9,,12,8
2012,108,Mukono,Headteacher,Day,4,4,,8,0
2012,108,Mukono,Deputy HM,Day,1,6,,7,0
2012,108,Mukono,Headteacher,Day,2,7,,9,0
2012,108,Mukono,Headteacher,Day,5,3,,8,45
2012,108,Mukono,Deputy HM,Day,13,13,,26,6
2012,108,Mukono,Headteacher,Day,8,9,,17,6
2012,108,Mukono,Headteacher,Day,4,4,,8,9
2012,108,Mukono,Headteacher,Day,4,3,,7,1
2012,108,Mukono,Headteacher,Day,3,8,,11,55
2012,108,Mukono,Deputy HM,Day,5,5,,10,7
2012,109,Nakasongola,Headteacher,Day,6,5,,11,5
2012,109,Nakasongola,Headteacher,Day,4,3,,7,0
2012,109,Nakasongola,Headteacher,Day,5,2,,7,5
2012,109,Nakasongola,Headteacher,Day,5,3,,8,15
2012,109,Nakasongola,Senior teacher,Day,7,4,,11,4
2012,109,Nakasongola,Headteacher,Day,7,2,,9,0
2012,109,Nakasongola,Senior teacher,Day,6,4,,10,0
2012,109,Nakasongola,Headteacher,Both,4,9,,13,0
2012,109,Nakasongola,Headteacher,Day,0,0,,0,9
2012,109,Nakasongola,Headteacher,Day,7,0,,7,12
2012,109,Nakasongola,Headteacher,Day,5,2,,7,0
2012,109,Nakasongola,Headteacher,Day,3,6,,9,13
2012,109,Nakasongola,Senior teacher,Day,4,2,,6,9
2012,109,Nakasongola,Headteacher,Day,3,3,,6,1
2012,109,Nakasongola,Deputy HM,Day,2,3,,5,20
2012,109,Nakasongola,Deputy HM,Day,4,3,,7,3
2012,109,Nakasongola,Headteacher,Day,5,3,,8,3
2012,109,Nakasongola,Headteacher,Day,4,4,,8,8
2012,109,Nakasongola,Headteacher,Day,4,7,,11,3
2012,109,Nakasongola,Headteacher,Day,3,5,,8,1
2012,109,Nakasongola,Senior teacher,Day,3,1,,4,0
2012,109,Nakasongola,Deputy HM,Day,5,4,,9,13
2012,109,Nakasongola,Headteacher,Day,7,2,,9,0
2012,109,Nakasongola,Deputy HM,Day,6,5,,11,10
2012,109,Nakasongola,Headteacher,Day,12,8,,20,9
2012,109,Nakasongola,Deputy HM,Day,5,3,,8,6
2012,109,Nakasongola,Headteacher,Day,11,7,,18,6
2012,109,Nakasongola,Headteacher,Day,4,4,,8,5
2012,110,Rakai,Headteacher,Both,6,10,,16,12
2012,110,Rakai,Headteacher,Day,5,3,,8,15
2012,110,Rakai,Deputy HM,Day,5,3,,8,8
2012,110,Rakai,Deputy HM,Day,7,1,,8,0
2012,110,Rakai,Headteacher,Day,4,6,,10,2
2012,110,Rakai,Headteacher,Day,3,2,,5,6
2012,110,Rakai,Headteacher,Day,8,8,,16,3
2012,110,Rakai,Headteacher,Day,3,6,,9,7
2012,110,Rakai,Headteacher,Day,6,3,,9,15
2012,110,Rakai,Headteacher,Day,6,5,,11,15
2012,110,Rakai,Deputy HM,Day,1,6,,7,11
2012,110,Rakai,Deputy HM,Day,9,5,,14,5
2012,110,Rakai,Headteacher,Day,5,3,,8,37
2012,110,Rakai,Headteacher,Both,5,7,,12,3
2012,110,Rakai,Headteacher,Both,8,9,,17,9
2012,110,Rakai,Headteacher,Day,7,7,,14,8
2012,110,Rakai,Deputy HM,Day,5,7,,12,2
2012,110,Rakai,Deputy HM,Day,6,11,,17,22
2012,110,Rakai,Headteacher,Day,5,13,,18,12
2012,110,Rakai,Headteacher,Day,5,8,,13,7
2012,110,Rakai,Senior teacher,Day,11,6,,17,3
2012,110,Rakai,Headteacher,Day,9,3,,12,13
2012,110,Rakai,Deputy HM,Day,2,7,,9,8
2012,110,Rakai,Deputy HM,Day,8,5,,13,10
2012,110,Rakai,Headteacher,Day,4,5,,9,9
2012,110,Rakai,Senior teacher,Boarding,4,7,,11,6
2012,110,Rakai,Deputy HM,Day,4,3,,7,7
2012,110,Rakai,Headteacher,Day,5,5,,10,6
2012,110,Rakai,Headteacher,Day,3,13,,16,22
2012,110,Rakai,Headteacher,Day,4,9,,13,8
2012,111,Ssembabule,Headteacher,Day,6,3,,9,5
2012,111,Ssembabule,Headteacher,Day,11,1,,12,3
2012,111,Ssembabule,Senior teacher,Day,6,1,,7,11
2012,111,Ssembabule,Deputy HM,Day,10,2,,12,13
2012,111,Ssembabule,Headteacher,Day,2,5,,7,5
2012,111,Ssembabule,Headteacher,Boarding,7,4,,11,0
2012,111,Ssembabule,Headteacher,Both,4,9,,13,0
2012,111,Ssembabule,Headteacher,Day,4,3,,7,6
2012,111,Ssembabule,Headteacher,Day,7,7,,14,11
2012,111,Ssembabule,Headteacher,Day,1,3,,4,0
2012,111,Ssembabule,Headteacher,Day,8,9,,17,19
2012,111,Ssembabule,Deputy HM,Day,9,5,,14,0
2012,111,Ssembabule,Headteacher,Day,6,8,,14,70
2012,111,Ssembabule,Headteacher,Day,9,10,,19,7
2012,111,Ssembabule,Headteacher,Day,5,6,,11,0
2012,111,Ssembabule,Headteacher,Day,6,5,,11,3
2012,111,Ssembabule,Headteacher,Day,2,4,,6,1
2012,111,Ssembabule,Headteacher,Day,4,5,,9,3
2012,111,Ssembabule,Headteacher,Boarding,6,6,,12,0
2012,111,Ssembabule,Headteacher,Day,6,6,,12,5
2012,111,Ssembabule,Headteacher,Day,5,8,,13,4
2012,111,Ssembabule,Headteacher,Day,3,5,,8,6
2012,111,Ssembabule,Headteacher,Day,8,2,,10,5
2012,111,Ssembabule,Headteacher,Day,6,5,,11,7
2012,111,Ssembabule,Senior teacher,Day,4,5,,9,4
2012,111,Ssembabule,Headteacher,Day,5,3,,8,5
2012,111,Ssembabule,Deputy HM,Day,7,5,,12,0
2012,111,Ssembabule,Headteacher,Day,4,0,,4,0
2012,111,Ssembabule,Senior teacher,Day,4,1,,5,0
2012,112,Kayunga,Deputy HM,Day,10,7,,17,4
2012,112,Kayunga,Senior teacher,Day,5,2,,7,0
2012,112,Kayunga,Headteacher,Day,8,1,,9,0
2012,112,Kayunga,Headteacher,Day,5,2,,7,0
2012,112,Kayunga,Deputy HM,Day,10,6,,16,6
2012,112,Kayunga,Headteacher,Day,11,7,,18,6
2012,112,Kayunga,Headteacher,Day,7,3,,10,8
2012,112,Kayunga,Headteacher,Day,4,1,,5,0
2012,112,Kayunga,Headteacher,Day,5,3,,8,0
2012,112,Kayunga,Headteacher,Day,11,2,,13,5
2012,112,Kayunga,Headteacher,Day,7,7,,14,0
2012,112,Kayunga,Deputy HM,Day,3,5,,8,6
2012,112,Kayunga,Deputy HM,Day,7,6,,13,7
2012,112,Kayunga,Headteacher,Day,4,7,,11,5
2012,112,Kayunga,Deputy HM,Day,4,7,,11,44
2012,112,Kayunga,Headteacher,Day,8,8,,16,8
2012,112,Kayunga,Headteacher,Day,9,7,,16,0
2012,112,Kayunga,Headteacher,Day,6,4,,10,1
2012,112,Kayunga,Headteacher,Both,10,10,,20,8
2012,112,Kayunga,Headteacher,Day,5,2,,7,2
2012,112,Kayunga,Headteacher,Day,6,2,,8,4
2012,112,Kayunga,Senior teacher,Day,4,2,,6,8
2012,112,Kayunga,Deputy HM,Day,7,6,,13,0
2012,112,Kayunga,Headteacher,Day,6,3,,9,5
2012,112,Kayunga,Headteacher,Day,13,12,,25,0
2012,112,Kayunga,Headteacher,Day,6,6,,12,7
2012,112,Kayunga,Headteacher,Day,6,7,,13,2
2012,112,Kayunga,Headteacher,Day,9,11,,20,2
2012,112,Kayunga,Headteacher,Day,4,2,,6,0
2012,113,Wakiso,Headteacher,Day,3,6,,9,0
2012,113,Wakiso,Headteacher,Day,0,8,,8,0
2012,113,Wakiso,Headteacher,Day,2,5,,7,5
2012,113,Wakiso,Headteacher,Day,2,6,,8,5
2012,113,Wakiso,Headteacher,Day,4,7,,11,6
2012,113,Wakiso,Deputy HM,Day,4,15,,19,6
2012,113,Wakiso,Headteacher,Day,4,14,,18,0
2012,113,Wakiso,Headteacher,Day,4,5,,9,2
2012,113,Wakiso,Deputy HM,Both,7,16,,23,5
2012,113,Wakiso,Headteacher,Both,3,10,,13,2
2012,113,Wakiso,Deputy HM,Day,1,7,,8,2
2012,113,Wakiso,Headteacher,Day,2,6,,8,0
2012,113,Wakiso,Headteacher,Day,3,3,,6,1
2012,113,Wakiso,Deputy HM,Day,5,13,,18,0
2012,113,Wakiso,Headteacher,Day,4,6,,10,0
2012,113,Wakiso,Headteacher,Day,14,12,,26,7
2012,113,Wakiso,Deputy HM,Both,8,13,,21,0
2012,113,Wakiso,Headteacher,Both,5,11,,16,1
2012,113,Wakiso,Headteacher,Day,3,15,,18,10
2012,113,Wakiso,Headteacher,Day,3,15,,18,8
2012,113,Wakiso,Headteacher,Both,2,2,,4,6
2012,113,Wakiso,Deputy HM,Day,3,5,,8,13
2012,113,Wakiso,Headteacher,Day,1,8,,9,0
2012,113,Wakiso,Deputy HM,Day,5,12,,17,2
2012,113,Wakiso,Headteacher,Day,3,13,,16,5
2012,113,Wakiso,Headteacher,Day,7,11,,18,1
2012,113,Wakiso,Deputy HM,Day,6,10,,16,2
2012,113,Wakiso,Headteacher,Both,5,16,,21,0
2012,113,Wakiso,Headteacher,Day,5,7,,12,2
2012,113,Wakiso,Headteacher,Day,2,7,,9,2
2012,114,Lyantonde,Headteacher,Day,5,3,,8,3
2012,114,Lyantonde,Headteacher,Both,7,5,,12,3
2012,114,Lyantonde,Headteacher,Day,7,1,,8,1
2012,114,Lyantonde,Headteacher,Day,4,2,,6,2
2012,114,Lyantonde,Deputy HM,Day,9,1,,10,5
2012,114,Lyantonde,Headteacher,Day,2,6,,8,2
2012,114,Lyantonde,Headteacher,Day,11,2,,13,9
2012,114,Lyantonde,Headteacher,Both,9,2,,11,6
2012,114,Lyantonde,Headteacher,Day,3,6,,9,10
2012,114,Lyantonde,Deputy HM,Day,9,3,,12,1
2012,114,Lyantonde,Deputy HM,Day,4,3,,7,0
2012,114,Lyantonde,Headteacher,Day,4,7,,11,4
2012,114,Lyantonde,Headteacher,Day,8,7,,15,2
2012,114,Lyantonde,Headteacher,Day,5,3,,8,5
2012,114,Lyantonde,Headteacher,Day,5,3,,8,2
2012,114,Lyantonde,Headteacher,Day,7,4,,11,0
2012,114,Lyantonde,Headteacher,Day,4,4,,8,1
2012,114,Lyantonde,Headteacher,Day,2,1,,3,0
2012,114,Lyantonde,Headteacher,Day,6,3,,9,0
2012,114,Lyantonde,Headteacher,Day,4,5,,9,1
2012,114,Lyantonde,Deputy HM,Day,6,4,,10,4
2012,114,Lyantonde,Deputy HM,Boarding,5,3,,8,5
2012,114,Lyantonde,Headteacher,Both,9,3,,12,0
2012,114,Lyantonde,Deputy HM,Day,6,6,,12,3
2012,114,Lyantonde,Headteacher,Day,5,4,,9,5
2012,114,Lyantonde,Deputy HM,Day,5,2,,7,6
2012,114,Lyantonde,Headteacher,Day,5,5,,10,7
2012,115,Mityana,Headteacher,Day,2,5,,7,34
2012,115,Mityana,Headteacher,Day,5,3,,8,1
2012,115,Mityana,Headteacher,Day,5,3,,8,5
2012,115,Mityana,Headteacher,Day,5,5,,10,10
2012,115,Mityana,Headteacher,Boarding,4,5,,9,10
2012,115,Mityana,Headteacher,Both,5,4,,9,4
2012,115,Mityana,Headteacher,Day,5,2,,7,5
2012,115,Mityana,Headteacher,Day,4,5,,9,8
2012,115,Mityana,Headteacher,Day,4,7,,11,12
2012,115,Mityana,Headteacher,Day,3,4,,7,9
2012,115,Mityana,Headteacher,Day,4,4,,8,1
2012,115,Mityana,Deputy HM,Day,3,7,,10,0
2012,115,Mityana,Headteacher,Day,3,5,,8,2
2012,115,Mityana,Headteacher,Day,3,2,,5,20
2012,115,Mityana,Headteacher,Day,6,2,,8,6
2012,115,Mityana,Headteacher,Day,4,4,,8,38
2012,115,Mityana,Deputy HM,Day,6,4,,10,4
2012,115,Mityana,Headteacher,Day,4,4,,8,2
2012,115,Mityana,Headteacher,Day,6,16,,22,14
2012,115,Mityana,Headteacher,Day,4,4,,8,0
2012,115,Mityana,Headteacher,Day,6,3,,9,4
2012,115,Mityana,Headteacher,Day,4,5,,9,11
2012,115,Mityana,Headteacher,Day,4,4,,8,35
2012,115,Mityana,Headteacher,Day,4,6,,10,0
2012,115,Mityana,Headteacher,Day,4,3,,7,2
2012,115,Mityana,Headteacher,Day,4,4,,8,19
2012,115,Mityana,Deputy HM,Day,1,7,,8,3
2012,115,Mityana,Headteacher,Day,4,4,,8,1
2012,115,Mityana,Headteacher,Day,4,6,,10,12
2012,115,Mityana,Headteacher,Day,4,4,,8,1
2012,116,Nakaseke,Headteacher,Day,2,2,,4,5
2012,116,Nakaseke,Headteacher,Day,3,3,,6,0
2012,116,Nakaseke,Headteacher,Day,5,3,,8,0
2012,116,Nakaseke,Senior teacher,Day,4,5,,9,1
2012,116,Nakaseke,Headteacher,Day,2,6,,8,0
2012,116,Nakaseke,Headteacher,Day,5,4,,9,0
2012,116,Nakaseke,Headteacher,Day,0,0,,0,0
2012,116,Nakaseke,Deputy HM,Day,9,4,,13,0
2012,116,Nakaseke,Headteacher,Both,3,5,,8,0
2012,116,Nakaseke,Deputy HM,Day,6,2,,8,4
2012,116,Nakaseke,Headteacher,Day,2,5,,7,3
2012,116,Nakaseke,Headteacher,Day,5,7,,12,0
2012,116,Nakaseke,Headteacher,Day,9,4,,13,7
2012,116,Nakaseke,Headteacher,Day,0,0,,0,0
2012,116,Nakaseke,Deputy HM,Day,6,2,,8,5
2012,116,Nakaseke,Headteacher,Day,3,6,,9,0
2012,116,Nakaseke,Headteacher,Day,4,4,,8,0
2012,116,Nakaseke,Headteacher,Day,4,8,,12,0
2012,116,Nakaseke,Headteacher,Day,4,3,,7,5
2012,116,Nakaseke,Headteacher,Day,9,2,,11,1
2012,116,Nakaseke,Headteacher,Day,2,1,,3,0
2012,116,Nakaseke,Headteacher,Day,3,7,,10,8
2012,116,Nakaseke,Headteacher,Day,5,2,,7,5
2012,116,Nakaseke,Deputy HM,Day,4,2,,6,0
2012,116,Nakaseke,Headteacher,Both,4,5,,9,1
2012,116,Nakaseke,Headteacher,Day,5,3,,8,6
2012,116,Nakaseke,Headteacher,Day,4,2,,6,3
2012,201,Bugiri,Headteacher,Day,12,1,,13,1
2012,201,Bugiri,Headteacher,Day,6,5,,11,13
2012,201,Bugiri,Headteacher,Day,6,10,,16,6
2012,201,Bugiri,Deputy HM,Day,2,4,,6,1
2012,201,Bugiri,Deputy HM,Day,0,0,,0,11
2012,201,Bugiri,Senior teacher,Day,6,2,,8,5
2012,201,Bugiri,Headteacher,Day,8,1,,9,0
2012,201,Bugiri,Headteacher,Day,4,3,,7,2
2012,201,Bugiri,Headteacher,Day,6,6,,12,26
2012,201,Bugiri,Headteacher,Day,8,2,,10,3
2012,201,Bugiri,Deputy HM,Day,10,8,,18,6
2012,201,Bugiri,Headteacher,Day,6,6,,12,14
2012,201,Bugiri,Headteacher,Day,6,12,,18,1
2012,201,Bugiri,Headteacher,Day,6,2,,8,1
2012,201,Bugiri,Headteacher,Day,10,1,,11,9
2012,201,Bugiri,Deputy HM,Day,7,1,,8,2
2012,201,Bugiri,Deputy HM,Day,9,1,,10,41
2012,201,Bugiri,Deputy HM,Day,4,0,,4,0
2012,201,Bugiri,Headteacher,Day,4,0,,4,0
2012,201,Bugiri,Deputy HM,Day,10,0,,10,4
2012,201,Bugiri,Deputy HM,Day,5,3,,8,9
2012,201,Bugiri,Deputy HM,Day,8,14,,22,35
2012,201,Bugiri,Headteacher,Day,7,4,,11,13
2012,201,Bugiri,Deputy HM,Both,8,2,,10,0
2012,201,Bugiri,Headteacher,Day,6,0,,6,26
2012,201,Bugiri,Deputy HM,Day,5,3,,8,20
2012,201,Bugiri,Senior teacher,Day,10,1,,11,11
2012,201,Bugiri,Headteacher,Day,9,3,,12,6
2012,201,Bugiri,Headteacher,Day,2,1,,3,5
2012,201,Bugiri,Deputy HM,Day,3,1,,4,13
2012,202,Busia,Headteacher,Day,8,6,,14,5
2012,202,Busia,Deputy HM,Day,2,8,,10,0
2012,202,Busia,Deputy HM,Day,7,14,,21,2
2012,202,Busia,Deputy HM,Day,2,6,,8,1
2012,202,Busia,Headteacher,Day,12,3,,15,1
2012,202,Busia,Headteacher,Day,11,10,,21,36
2012,202,Busia,Headteacher,Day,19,11,,30,13
2012,202,Busia,Headteacher,Day,5,2,,7,5
2012,202,Busia,Headteacher,Day,10,10,,20,3
2012,202,Busia,Deputy HM,Day,8,5,,13,53
2012,202,Busia,Headteacher,Day,10,11,,21,0
2012,202,Busia,Headteacher,Day,10,1,,11,1
2012,202,Busia,Headteacher,Day,9,7,,16,12
2012,202,Busia,Deputy HM,Day,3,9,,12,0
2012,202,Busia,Headteacher,Day,3,9,,12,0
2012,202,Busia,Headteacher,Day,6,5,,11,13
2012,202,Busia,Headteacher,Day,12,2,,14,15
2012,202,Busia,Deputy HM,Boarding,12,4,,16,7
2012,202,Busia,Headteacher,Day,9,0,,9,7
2012,202,Busia,Senior teacher,Day,6,13,,19,10
2012,202,Busia,Headteacher,Day,8,15,,23,95
2012,202,Busia,Headteacher,Day,7,4,,11,22
2012,202,Busia,Deputy HM,Day,3,5,,8,0
2012,202,Busia,Headteacher,Day,7,6,,13,4
2012,202,Busia,Headteacher,Boarding,18,6,,24,14
2012,202,Busia,Deputy HM,Day,7,2,,9,6
2012,202,Busia,Headteacher,Day,6,2,,8,1
2012,202,Busia,Headteacher,Day,8,7,,15,19
2012,203,Iganga,Deputy HM,Day,4,9,,13,11
2012,203,Iganga,Headteacher,Day,3,10,,13,0
2012,203,Iganga,Deputy HM,Day,10,3,,13,5
2012,203,Iganga,Headteacher,Day,7,4,,11,9
2012,203,Iganga,Headteacher,Day,12,13,,25,9
2012,203,Iganga,Deputy HM,Day,6,6,,12,9
2012,203,Iganga,Headteacher,Day,7,22,,29,0
2012,203,Iganga,Headteacher,Day,6,16,,22,5
2012,203,Iganga,Headteacher,Day,14,9,,23,7
2012,203,Iganga,Senior teacher,Day,5,7,,12,7
2012,203,Iganga,Headteacher,Day,4,7,,11,9
2012,203,Iganga,Headteacher,Day,9,13,,22,7
2012,203,Iganga,Headteacher,Day,6,11,,17,15
2012,203,Iganga,Headteacher,Day,8,9,,17,74
2012,203,Iganga,Headteacher,Day,10,8,,18,11
2012,203,Iganga,Headteacher,Day,6,4,,10,4
2012,203,Iganga,Headteacher,Day,10,7,,17,0
2012,203,Iganga,Headteacher,Day,7,1,,8,4
2012,203,Iganga,Headteacher,Day,9,0,,9,8
2012,203,Iganga,Deputy HM,Both,10,4,,14,3
2012,203,Iganga,Headteacher,Day,10,8,,18,6
2012,203,Iganga,Headteacher,Day,12,4,,16,14
2012,203,Iganga,Headteacher,Day,7,9,,16,10
2012,203,Iganga,Deputy HM,Day,14,17,,31,15
2012,203,Iganga,Headteacher,Day,6,15,,21,4
2012,203,Iganga,Headteacher,Day,5,6,,11,10
2012,203,Iganga,Deputy HM,Day,6,5,,11,9
2012,203,Iganga,Headteacher,Day,9,6,,15,7
2012,203,Iganga,Headteacher,Day,14,6,,20,11
2012,203,Iganga,Headteacher,Day,15,6,,21,14
2012,204,Jinja,Deputy HM,Day,8,7,,15,8
2012,204,Jinja,Headteacher,Day,8,3,,11,1
2012,204,Jinja,Senior teacher,Day,3,6,,9,1
2012,204,Jinja,Deputy HM,Boarding,11,5,,16,0
2012,204,Jinja,Headteacher,Day,3,17,,20,0
2012,204,Jinja,Headteacher,Day,5,14,,19,16
2012,204,Jinja,Deputy HM,Day,4,8,,12,0
2012,204,Jinja,Headteacher,Day,3,7,,10,40
2012,204,Jinja,Headteacher,Day,15,16,,31,0
2012,204,Jinja,Headteacher,Day,7,17,,24,3
2012,204,Jinja,Headteacher,Day,6,16,,22,0
2012,204,Jinja,Headteacher,Both,4,18,,22,1
2012,204,Jinja,Headteacher,Day,8,17,,25,21
2012,204,Jinja,Deputy HM,Day,3,5,,8,24
2012,204,Jinja,Deputy HM,Day,6,7,,13,4
2012,204,Jinja,Headteacher,Day,10,4,,14,2
2012,204,Jinja,Headteacher,Day,8,6,,14,4
2012,204,Jinja,Headteacher,Day,6,9,,15,8
2012,204,Jinja,Headteacher,Day,2,9,,11,7
2012,204,Jinja,Headteacher,Day,10,3,,13,3
2012,204,Jinja,Headteacher,Day,10,30,,40,9
2012,204,Jinja,Deputy HM,Day,4,16,,20,8
2012,204,Jinja,Headteacher,Boarding,9,16,,25,8
2012,204,Jinja,Deputy HM,Day,7,23,,30,1
2012,204,Jinja,Headteacher,Day,7,10,,17,7
2012,204,Jinja,Headteacher,Day,9,13,,22,23
2012,204,Jinja,Headteacher,Day,4,9,,13,3
2012,204,Jinja,Headteacher,Both,11,12,,23,1
2012,204,Jinja,Headteacher,Day,7,6,,13,5
2012,205,Kamuli,Deputy HM,Both,20,3,,23,4
2012,205,Kamuli,Headteacher,Day,6,3,,9,1
2012,205,Kamuli,Deputy HM,Day,8,4,,12,3
2012,205,Kamuli,Deputy HM,Boarding,14,9,,23,0
2012,205,Kamuli,Deputy HM,Day,5,4,,9,0
2012,205,Kamuli,Headteacher,Day,6,2,,8,4
2012,205,Kamuli,Headteacher,Day,7,7,,14,0
2012,205,Kamuli,Headteacher,Day,9,6,,15,7
2012,205,Kamuli,Headteacher,Day,9,3,,12,13
2012,205,Kamuli,Headteacher,Day,5,4,,9,18
2012,205,Kamuli,Headteacher,Day,9,4,,13,9
2012,205,Kamuli,Deputy HM,Day,10,4,,14,19
2012,205,Kamuli,Deputy HM,Day,6,2,,8,0
2012,205,Kamuli,Headteacher,Day,9,5,,14,0
2012,205,Kamuli,Deputy HM,Day,12,5,,17,0
2012,205,Kamuli,Headteacher,Day,6,7,,13,0
2012,205,Kamuli,Deputy HM,Day,7,4,,11,1
2012,205,Kamuli,Deputy HM,Day,4,3,,7,0
2012,205,Kamuli,Headteacher,Day,4,11,,15,3
2012,205,Kamuli,Headteacher,Day,11,5,,16,9
2012,205,Kamuli,Deputy HM,Day,8,7,,15,0
2012,205,Kamuli,Deputy HM,Day,15,5,,20,19
2012,205,Kamuli,Senior teacher,Day,7,1,,8,0
2012,205,Kamuli,Deputy HM,Day,7,1,,8,3
2012,205,Kamuli,Headteacher,Day,5,3,,8,16
2012,205,Kamuli,Headteacher,Day,5,6,,11,6
2012,205,Kamuli,Senior teacher,Boarding,0,0,,0,0
2012,205,Kamuli,Headteacher,Day,4,3,,7,15
2012,205,Kamuli,Headteacher,Day,6,5,,11,0
2012,205,Kamuli,Headteacher,Day,5,3,,8,3
2012,206,Kapchorwa,Headteacher,Day,5,5,,10,1
2012,206,Kapchorwa,Headteacher,Day,1,3,,4,4
2012,206,Kapchorwa,Deputy HM,Day,13,0,,13,14
2012,206,Kapchorwa,Headteacher,Day,3,8,,11,3
2012,206,Kapchorwa,Headteacher,Day,8,8,,16,0
2012,206,Kapchorwa,Deputy HM,Day,5,9,,14,1
2012,206,Kapchorwa,Headteacher,Day,10,2,,12,12
